Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Dead Space 2;X360;2011.00;Shooter;Electronic Arts;0.94;0.45;0;0.13
NBA Inside Drive 2003;XB;2002.00;Sports;Microsoft Game Studios;0.23;0.07;0;0.01
Hello Kitty Daily;DS;2008.00;Misc;Nobilis;0.32;0;0;0.03
Shutter Island;PC;2009.00;Adventure;Merscom LLC;0;0.17;0;0.03
Dora the Explorer: Journey to the Purple Planet;GC;2005.00;Adventure;Global Star;0.09;0.02;0;0
Peppa Pig: Fun and Games;DS;2010.00;Misc;Ubisoft;0;0.58;0;0.09
Gintama: Banji Oku Chuubu!;Wii;2007.00;Action;Namco Bandai Games;0;0;0.03;0
Madden NFL 17;XOne;2016.00;Sports;Electronic Arts;0.72;0.02;0;0.09
World Stadium 3;PS;1999.00;Sports;Namco Bandai Games;0;0;0.31;0.02
Tiger Woods PGA Tour 2002;PS2;2002.00;Sports;Electronic Arts;0.44;0.35;0;0.12
NCAA Football 12;X360;2011.00;Sports;Electronic Arts;0.94;0;0;0.06
Katamari Forever;PS3;2009.00;Puzzle;Namco Bandai Games;0.26;0.05;0.06;0.04
Shepherd's Crossing;PSP;2009.00;Simulation;Success;0;0;0.01;0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon;PS2;2008.00;Role-Playing;Atlus;0.07;0.05;0;0.02
Teenage Mutant Ninja Turtles;GC;2003.00;Action;Konami Digital Entertainment;0.26;0.07;0;0.01
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX;PS2;2007.00;Adventure;Datam Polystar;0;0;0.01;0
RealSports Volleyball;2600;1981.00;Sports;Atari;0.12;0.01;0;0
The Sims 3: Town Life Stuff;PC;2011.00;Simulation;Electronic Arts;0.11;0.17;0;0.05
Marvel Super Hero Squad;Wii;2009.00;Fighting;THQ;0.31;0.03;0;0.03
Bakumatsu Rock: Ultra Soul;PSP;2014.00;Misc;Marvelous Interactive;0;0;0.01;0
FIFA 99;N64;1998.00;Sports;Electronic Arts;0.11;0.39;0;0.03
Tony Hawk's Underground 2;XB;2004.00;Sports;Activision;0.48;0.24;0;0.03
Otona no Renai Shousetsu: Harlequin Selection;DS;2010.00;Misc;Nintendo;0;0;0.02;0
Kenka Banchou 2: Full Throttle;PS2;2007.00;Action;Spike;0;0;0.09;0
CSI: Fatal Conspiracy;X360;2010.00;Adventure;Ubisoft;0.11;0.04;0;0.01
Phantasy Star Online;DC;2000.00;Role-Playing;Sega;0;0;0.2;0
Hakuouki: Zuisouroku Portable;PSP;2010.00;Adventure;Idea Factory;0;0;0.09;0
Bomberman Land;PS;2000.00;Misc;Hudson Soft;0;0;0.15;0.01
Power Rangers Double Pack;GBA;2005.00;Action;THQ;0.11;0.04;0;0
Star X;GBA;2002.00;Shooter;BAM! Entertainment;0.03;0.01;0;0
Call of Juarez;X360;2007.00;Shooter;Ubisoft;0.14;0.02;0;0.01
Dewy's Adventure;Wii;2007.00;Platform;Konami Digital Entertainment;0.14;0;0.01;0.01
DropCast;DS;2008.00;Puzzle;THQ;0.06;0;0;0
Super Smash Bros. for Wii U and 3DS;3DS;2014.00;Fighting;Nintendo;3.24;1.35;2.42;0.43
Far Cry 4;PC;2014.00;Shooter;Ubisoft;0.15;0.42;0;0.05
Tak 2: The Staff of Dreams;PS2;2004.00;Platform;THQ;0.3;0.24;0;0.08
Tears to Tiara: Garland of the Earth;PS3;2008.00;Strategy;Aqua Plus;0;0;0.08;0
Missile Command;PS;1999.00;Shooter;Atari;0.25;0.17;0;0.03
Minna to Issho;PSV;2011.00;Misc;Sony Computer Entertainment;0;0;0.02;0
WarioWare, Inc.: Mega Party Game$;GC;2003.00;Puzzle;Nintendo;0.2;0.05;0.44;0.02
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon;PSP;2009.00;Adventure;Namco Bandai Games;0;0;0.23;0
Resistance: Burning Skies;PSV;2012.00;Shooter;Sony Computer Entertainment;0.21;0.16;0.02;0.07
Shin Megami Tensei: Persona 3 (jp sales);PS2;2006.00;Role-Playing;Tecmo Koei;0;0;0.21;0
Disney's The Jungle Book;GBA;2002.00;Platform;Ubisoft;0.07;0.03;0;0
Digimon World: Next Order;PSV;2016.00;Action;Namco Bandai Games;0;0;0.09;0
LEGO Harry Potter: Years 1-4;PC;2010.00;Action;Warner Bros. Interactive Entertainment;0.01;0.01;0;0
StormLover Karen!!;PSP;2011.00;Adventure;D3Publisher;0;0;0.02;0
God of War III;PS4;2015.00;Action;Sony Computer Entertainment;0.23;0.29;0.01;0.1
BMX XXX;GC;2002.00;Sports;Acclaim Entertainment;0.05;0.01;0;0
Party Pigs: Farmyard Games;Wii;2009.00;Misc;Data Design Interactive;0.07;0;0;0
SWAT: Target Liberty;PSP;2007.00;Shooter;Vivendi Games;0.03;0;0;0
The Orange Box;PC;2007.00;Shooter;Electronic Arts;0;0.11;0;0.03
Zapper: One Wicked Cricket!;GC;2002.00;Platform;Infogrames;0.1;0.03;0;0
Pokemon Pinball;GB;1999.00;Misc;Nintendo;3.02;1.12;1.01;0.16
Leisure Suit Larry: Magna Cum Laude;PS2;2004.00;Adventure;Vivendi Games;0.17;0.13;0;0.04
Petz: Hamsterz Bunch;PSP;2009.00;Simulation;Ubisoft;0.06;0;0;0.01
Pro Cast Sports Fishing;XB;2003.00;Sports;Capcom;0.02;0.01;0;0
Disciples III: Renaissance;PC;2010.00;Strategy;Kalypso Media;0;0.01;0;0
Kamen Rider Kabuto;PS2;2006.00;Action;Namco Bandai Games;0;0;0.06;0
Hitman 2: Silent Assassin;GC;2003.00;Action;Eidos Interactive;0.1;0.03;0;0
Resident Evil: Outbreak;PS2;2003.00;Action;Capcom;0.54;0.35;0.46;0.1
Marvel vs. Capcom: Clash of Super Heroes;PS;1999.00;Fighting;Capcom;0.43;0.3;0;0.05
Wing Commander: Prophecy;GBA;2003.00;Simulation;Destination Software, Inc;0.04;0.01;0;0
Arc the Lad: End of Darkness;PS2;2004.00;Role-Playing;Sony Computer Entertainment;0.03;0.02;0;0.01
Mortal Kombat Trilogy;N64;1996.00;Fighting;GT Interactive;0.72;0.22;0;0.02
Metroid Prime;GC;2002.00;Shooter;Nintendo;1.96;0.67;0.1;0.09
Cabela's Big Game Hunter 2010;Wii;2009.00;Sports;Activision Value;1.58;0;0;0.12
Naruto Shippuden: Ninja Destiny 2;DS;2008.00;Fighting;Takara Tomy;0.19;0.03;0.13;0.02
Transformers: Autobots / Decepticons;DS;2007.00;Action;Activision;1.12;0.03;0;0.09
NeverDead;PS3;2012.00;Shooter;Konami Digital Entertainment;0.06;0.04;0.01;0.02
Fighters Uncaged;X360;2010.00;Fighting;Ubisoft;0.31;0.24;0;0.06
Neon Genesis Evangelion;SAT;1996.00;Adventure;Sega;0;0;0.44;0
Michael Jackson: The Experience 3D;3DS;2011.00;Misc;Ubisoft;0.13;0.03;0;0.01
Frogger: Ancient Shadow;XB;2005.00;Platform;Konami Digital Entertainment;0.02;0.01;0;0
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru;DS;2007.00;Misc;Namco Bandai Games;0;0;0.04;0
Space Hulk: Vengeance of the Blood Angels;PS;1995.00;Shooter;Electronic Arts;0.04;0.03;0;0
World Snooker Challenge 2005;PSP;2005.00;Sports;Sega;0;0.01;0;0
Crackdown 2;X360;2010.00;Shooter;Microsoft Game Studios;0.63;0.37;0.02;0.1
Rock Band 3;PS3;2010.00;Misc;MTV Games;0.43;0.09;0;0.06
Dengeki Bunko Fighting Climax;PSV;2014.00;Fighting;Sega;0.08;0;0.07;0.03
Dragon Quest Heroes II: Twin Kings and the Prophecy's End;PS3;2016.00;Action;Square Enix;0;0;0.13;0
American Girl: Julie Finds a Way;DS;2007.00;Adventure;THQ;0.1;0;0;0.01
Dreamer Series: Top Model;DS;2009.00;Simulation;DreamCatcher Interactive;0.1;0;0;0.01
Cruis'n USA;N64;1996.00;Racing;Nintendo;1.69;0.04;0;0.01
The Longest Journey;PC;1999.00;Adventure;Empire Interactive;0;0.01;0;0
Midnight Club II;XB;2003.00;Racing;Take-Two Interactive;0.42;0.06;0;0.02
Super Bomberman 4;SNES;1996.00;Puzzle;Hudson Soft;0;0;0.44;0
San Francisco Rush: Extreme Racing;PS;1997.00;Racing;GT Interactive;0.21;0.15;0;0.03
Myst III: Exile;PS2;2002.00;Adventure;Ubisoft;0.14;0.11;0;0.04
Petz: Horse Club;Wii;2008.00;Misc;Ubisoft;0.2;0;0;0.02
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban;PS;1999.00;Sports;Konami Digital Entertainment;0;0;0.76;0.05
CyberTiger;PS;1998.00;Sports;Electronic Arts;0.33;0.22;0;0.04
Baja: Edge of Control;X360;2008.00;Racing;THQ;0.12;0.06;0;0.02
Armored Core 3 Portable;PSP;2009.00;Simulation;From Software;0;0;0.08;0
Storybook Workshop;Wii;2009.00;Misc;Konami Digital Entertainment;0.07;0;0;0.01
Ben 10: Alien Force;PSP;2008.00;Action;Koch Media;0.35;0.14;0;0.1
Mega Man Xtreme;GB;2000.00;Platform;Capcom;0;0;0.07;0
Karaoke Revolution Presents American Idol Encore;PS2;2008.00;Misc;Konami Digital Entertainment;0.19;0.15;0;0.05
Summer Challenge: Athletics Tournament;PS3;2011.00;Sports;PQube;0;0.03;0;0.01
ESPN NBA 2Night 2002;XB;2002.00;Sports;Konami Digital Entertainment;0.01;0;0;0
Wordmaster;DS;2008.00;Strategy;Zoo Digital Publishing;0.09;0;0;0.01
Dynasty Warriors Vol. 2;PSP;2006.00;Action;Tecmo Koei;0.04;0;0;0
The Idolmaster: Gravure For You! Vol.9;PS3;2012.00;Action;Namco Bandai Games;0;0;0.02;0
Grand Slam;PS;1997.00;Misc;Virgin Interactive;0.02;0.02;0;0
Refrain no Chika Meikyuu to Majo no Ryodan;PSV;2016.00;Action;Nippon Ichi Software;0;0;0.04;0
Mashiro Iro Symphony: *mutsu-no-hana;PSP;2011.00;Adventure;Comfort;0;0;0.03;0
B-17: Fortress in the Sky;DS;2007.00;Simulation;DSI Games;0.02;0;0;0
Dig Dug;2600;1982.00;Puzzle;Atari;1.52;0.1;0;0.02
IHRA Professional Drag Racing 2005;XB;2004.00;Racing;Bethesda Softworks;0.04;0.01;0;0
Ready 2 Rumble Boxing;N64;1999.00;Sports;Midway Games;0.47;0.11;0;0.01
Macross Ace Frontier;PSP;2008.00;Simulation;Namco Bandai Games;0;0;0.16;0
Puzzle Star Sweep;PS;1997.00;Puzzle;Midas Interactive Entertainment;0.01;0.01;0;0
Army Men: Sarge's War;GC;2004.00;Shooter;Global Star;0.12;0.03;0;0
Digimon Story: Cyber Sleuth;PSV;2015.00;Role-Playing;Namco Bandai Games;0;0;0.17;0
Supremacy MMA;PS3;2011.00;Fighting;505 Games;0.06;0.04;0;0.02
Record of Lodoss War: Eiyuu Sensou;SCD;1994.00;Role-Playing;Sega;0;0;0.06;0
Monster High: New Ghoul in School;PS3;2015.00;Action;Little Orbit;0;0.06;0;0.01
Jinguuji Saburou DS: Akai Chou;DS;2010.00;Adventure;Arc System Works;0;0;0.02;0
Dancing with the Stars: We Dance!;DS;2008.00;Misc;Activision;0.36;0;0;0.03
Backyard Sports Football: Rookie Rush;X360;2010.00;Sports;Atari;0.11;0;0;0.01
Invizimals;PSP;2009.00;Strategy;Sony Computer Entertainment;0.17;0.51;0;0.11
NTRA Breeders' Cup World Thoroughbred Championships;PS2;2005.00;Simulation;Bethesda Softworks;0.07;0.05;0;0.02
Super Black Bass Fishing;DS;2005.00;Sports;Majesco Entertainment;0.04;0;0;0
Spider-Man;PS;2000.00;Action;Activision;1.7;1.25;0.02;0.16
MVP 06 NCAA Baseball;PS2;2006.00;Sports;Electronic Arts;0.62;0.02;0;0.1
Yakuza 5;PS3;2012.00;Action;Sega;0;0;0.59;0
Half-Life;PC;1997.00;Shooter;Vivendi Games;4.03;0;0.09;0
Namco Museum 64;N64;1999.00;Misc;Namco Bandai Games;1.24;0.17;0.03;0.01
Knights of Honor;PC;2004.00;Strategy;Sunflowers;0;0.02;0;0.01
NBA 2K15;PS3;2014.00;Sports;Take-Two Interactive;0.86;0.27;0.02;0.22
Hot Shots Golf;PS;1997.00;Sports;Sony Computer Entertainment;0.29;0.2;2.13;0.18
Polly Pocket: Super Splash Island;GBA;2003.00;Action;Knowledge Adventure;0.17;0.06;0;0
Harvest Moon: Magical Melody;GC;2005.00;Simulation;Ubisoft;0.19;0.05;0;0.01
Family Fest Presents Circus Games;Wii;2008.00;Misc;Ubisoft;0.1;0.29;0;0.05
Sonic Riders: Zero Gravity;PS2;2008.00;Racing;Sega;0.09;0.07;0;0.02
Vitamin X to Z;PSP;2011.00;Adventure;D3Publisher;0;0;0.06;0
Balls of Fury;DS;2007.00;Sports;Zoo Digital Publishing;0.02;0;0;0
Battlefield 4;PS3;2013.00;Shooter;Electronic Arts;1.3;1.51;0.27;0.61
SingStar Party;PS2;2004.00;Misc;Sony Computer Entertainment;0;1.04;0;0.31
Urakata Hakuoki;PSP;2013.00;Adventure;Idea Factory;0;0;0.02;0
F.E.A.R.;PS3;2007.00;Shooter;Vivendi Games;0.18;0.27;0;0.1
Threads of Fate;PS;1999.00;Role-Playing;SquareSoft;0.12;0.08;0;0.01
Zoo Resort 3D;3DS;2011.00;Simulation;Ubisoft;0.11;0.09;0.03;0.02
Gekka Ryouran Romance;PSP;2011.00;Adventure;Idea Factory;0;0;0.02;0
Cabbage Patch Kids: The Patch Puppy Rescue;GBA;2007.00;Misc;D3Publisher;0.01;0;0;0
X-COM: UFO Defense;PS;1995.00;Strategy;Microprose;0.05;0.04;0;0.01
Bratz: Forever Diamondz;PS2;2006.00;Adventure;THQ;0.01;0.01;0;0
Turning Point: Fall of Liberty;X360;2008.00;Shooter;Codemasters;0.23;0.04;0;0.02
Phantom Brave: We Meet Again;Wii;2009.00;Role-Playing;Nippon Ichi Software;0.12;0;0.01;0.01
SBK Superbike World Championship;PS2;2008.00;Racing;Black Bean Games;0.01;0.01;0;0
Age of Empires II: The Age of Kings;PC;1999.00;Strategy;Microsoft Game Studios;0.01;0.08;0;0.02
Warhammer 40,000: Dawn of War II - Chaos Rising;PC;2010.00;Strategy;THQ;0.08;0.01;0;0.01
Sudoku Ball Detective;DS;2009.00;Puzzle;Playlogic Game Factory;0.06;0;0;0
Rapala Pro Bass Fishing 2010;PS3;2010.00;Sports;Activision;0.18;0.06;0;0.03
Famicom Mini: Hikari Shinwa: Palutena no Kagami;GBA;2004.00;Platform;Nintendo;0;0;0.07;0
TouchMaster 2;DS;2008.00;Puzzle;Midway Games;0.3;0.49;0;0.1
Berzerk;2600;1981.00;Shooter;Atari;0.68;0.04;0;0.01
Red Dead Redemption;X360;2010.00;Action;Take-Two Interactive;3.7;1.97;0.09;0.57
The Unholy War;PS;1998.00;Strategy;Eidos Interactive;0.07;0.05;0;0.01
Tony Hawk's Pro Skater 5;XOne;2015.00;Sports;Activision;0.08;0.02;0;0.01
Dragon Ball Z: Ultimate Tenkaichi;PS3;2011.00;Fighting;Namco Bandai Games;0.27;0.18;0.09;0.08
Kidz Sports: Crazy Golf;Wii;2008.00;Sports;Data Design Interactive;0.11;0;0;0.01
MX vs. ATV Unleashed;PS2;2005.00;Racing;THQ;0.86;0.03;0;0.14
Van Helsing;XB;2007.00;Action;Activision;0.13;0.04;0;0.01
Seaman 2: Peking Genjin Ikusei Kit;PS2;2007.00;Simulation;Sega;0;0;0.06;0
Disney's Tarzan Untamed;GC;2001.00;Platform;Ubisoft;0.14;0.04;0;0
Langrisser V: The End of Legend;SAT;1998.00;Strategy;NCS;0;0;0.09;0
Baseball;NES;1983.00;Sports;Nintendo;0.73;0.1;2.35;0.02
WWE SmackDown vs. Raw 2009;PS2;2008.00;Fighting;THQ;0.69;0;0;0.55
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch;DS;2006.00;Misc;Nintendo;0;0;0.04;0
Wallace & Gromit in Project Zoo;XB;2003.00;Platform;BAM! Entertainment;0.02;0.01;0;0
Freaky Flyers;PS2;2003.00;Racing;Midway Games;0.05;0.04;0;0.01
Harukanaru Toki no Naka de 5;PSP;2011.00;Role-Playing;Tecmo Koei;0;0;0.04;0
Minecraft: Story Mode;PS3;2015.00;Adventure;Mojang;0.25;0.33;0;0.11
Killer is Dead;PS3;2013.00;Action;Deep Silver;0.12;0.04;0.05;0.02
Ford Mustang: The Legend Lives;XB;2005.00;Racing;Take-Two Interactive;0.07;0.02;0;0
Phoenix Wright: Ace Attorney;DS;2005.00;Adventure;Capcom;0.49;0.07;0.39;0.05
Disney Infinity;3DS;2013.00;Action;Disney Interactive Studios;0.16;0.1;0;0.02
World Championship Pool 2004;XB;2003.00;Sports;Jaleco;0.03;0.01;0;0
Sherlock Holmes and the Mystery of Osborne House;DS;2010.00;Adventure;Focus Home Interactive;0.07;0.14;0;0.03
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku;PSP;2011.00;Adventure;Idea Factory;0;0;0.03;0
Dragon Ball Z: Battle of Z;X360;2014.00;Fighting;Namco Bandai Games;0.01;0.06;0;0.01
Hot Shots Golf 3;PS2;2001.00;Sports;Sony Computer Entertainment;0.99;0.32;1.38;0.2
Famicom Mini: Balloon Fight;GBA;2004.00;Action;Nintendo;0;0;0.06;0
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic;PS2;2006.00;Adventure;Konami Digital Entertainment;0;0;0.04;0
Smart Girl's Playhouse;DS;2007.00;Misc;505 Games;0.24;0;0;0.02
Zenses: Rainforest;DS;2008.00;Puzzle;Game Factory;0.1;0.01;0;0.01
Need for Speed: Nitro;Wii;2009.00;Racing;Electronic Arts;0.46;0.31;0;0.08
MLB 07: The Show;PS3;2007.00;Sports;Sony Computer Entertainment;0.29;0;0;0.02
Let's Dance with Mel B;X360;2011.00;Sports;Black Bean Games;0;0.02;0;0
Virtual Soccer;SNES;1993.00;Sports;Hudson Soft;0;0;0.53;0
Medal of Honor: Underground;PS;2000.00;Shooter;Electronic Arts;0.54;0.37;0;0.06
Dark Arena;GBA;2002.00;Shooter;THQ;0.03;0.01;0;0
George of the Jungle and the Search for the Secret;Wii;2008.00;Platform;Ignition Entertainment;0.02;0;0;0
Real Pool;PS2;2000.00;Sports;Midas Interactive Entertainment;0.14;0.11;0;0.04
CSI: Fatal Conspiracy;PS3;2010.00;Adventure;Ubisoft;0.11;0.05;0;0.02
Brave: The Video Game;DS;2012.00;Action;Disney Interactive Studios;0;0.02;0;0
LEGO Marvel Super Heroes;DS;2013.00;Action;Warner Bros. Interactive Entertainment;0.28;0.17;0;0.04
Captain America: Super Soldier;3DS;2011.00;Action;Sega;0.05;0.02;0;0.01
NBA Jam Tournament Edition;PS;1995.00;Sports;Acclaim Entertainment;0.14;0.09;0;0.02
Naval Assault: The Killing Tide;X360;2010.00;Simulation;505 Games;0.08;0.07;0;0.02
San-X Character Channel: All-Star Daishuugou!;DS;2008.00;Action;MTO;0;0;0.01;0
EA Sports Active 2;X360;2010.00;Sports;Electronic Arts;0.18;0.17;0;0.04
Dante's Inferno;PS3;2010.00;Action;Electronic Arts;0.64;0.28;0.04;0.13
Monster 4x4: Stunt Racer;Wii;2009.00;Racing;Ubisoft;0.18;0;0;0.01
Age of Conan: Rise of the Godslayer;PC;2010.00;Role-Playing;Funcom;0;0.02;0;0
Daniel X: The Ultimate Power;DS;2010.00;Action;THQ;0.07;0;0;0.01
The Legend of Heroes VII: The Trail of Zero;PSP;2010.00;Role-Playing;Falcom Corporation;0;0;0.16;0
Make 10: A Journey of Numbers;DS;2007.00;Puzzle;Nintendo;0;0;0.07;0
Forza Motorsport 3: Ultimate Edition;X360;2010.00;Racing;Microsoft Game Studios;0;0.04;0;0.01
R.B.I. Baseball 2016;XOne;2016.00;Sports;MLB.com;0.04;0;0;0
Tamagotchi Connection: Corner Shop;DS;2005.00;Simulation;Atari;0.1;0.02;1.12;0.01
Castlevania: Portrait of Ruin;DS;2006.00;Platform;Konami Digital Entertainment;0.33;0.03;0.04;0.03
G-Force;PSP;2009.00;Action;Electronic Arts;0.24;0.07;0;0.05
Little Battlers eXperience W;PSV;2012.00;Role-Playing;Level 5;0;0;0.04;0
End of Nations;PC;2012.00;Strategy;Trion Worlds;0.01;0;0;0
Jinsei Game DS;DS;2006.00;Misc;Atlus;0;0;0.02;0
Madden NFL 08;X360;2007.00;Sports;Electronic Arts;2.18;0.01;0;0.18
The Legend of Spyro: Dawn of the Dragon;Wii;2008.00;Platform;Vivendi Games;0.35;0.18;0;0.05
Sega Superstars Tennis;PS3;2008.00;Sports;Sega;0.13;0.2;0;0.08
Paperboy;N64;1999.00;Action;Midway Games;0.19;0.05;0;0
Phantom Brave;PS2;2004.00;Role-Playing;Tecmo Koei;0.07;0.05;0;0.02
PachiPara 15: Super Umi Monogatari in Okinawa 2;PS3;2010.00;Misc;Irem Software Engineering;0;0;0.02;0
Defender;XB;2002.00;Misc;Midway Games;0.07;0.02;0;0
The Lord of the Rings: War in the North;PC;2011.00;Action;Warner Bros. Interactive Entertainment;0.04;0.11;0;0.03
My Friends;DS;2009.00;Misc;Oxygen Interactive;0.07;0;0;0.01
SD Gundam G Generation Zero;PS;1999.00;Strategy;Namco Bandai Games;0;0;0.51;0.04
Olympic Summer Games: Atlanta 1996;PS;1996.00;Sports;U.S. Gold;0.06;0.04;0;0.01
XIII;GC;2003.00;Shooter;Ubisoft;0.07;0.02;0;0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden;PS2;2006.00;Misc;Daito;0;0;0.11;0
Virtua Fighter 5 Online;X360;2007.00;Fighting;Sega;0.2;0.03;0.03;0.02
Escape The Museum;DS;2010.00;Adventure;Astragon;0.05;0.12;0;0.02
Pinball Hall of Fame: The Gottlieb Collection;Wii;2006.00;Misc;System 3 Arcade Software;0.13;0;0;0.01
Tom Clancy's Rainbow Six: Vegas 2;X360;2008.00;Shooter;Ubisoft;1.56;0.61;0.02;0.23
The Golf Club;PS4;2014.00;Sports;Unknown;0.05;0.02;0;0.01
The Princess and the Frog;DS;2009.00;Platform;Disney Interactive Studios;0.41;0.17;0;0.06
Just Dance 4;Wii;2012.00;Misc;Ubisoft;4.14;2.21;0;0.56
Ookami Kakushi;PSP;2009.00;Action;Konami Digital Entertainment;0;0;0.04;0
Naruto Ultimate Collection;PS2;2008.00;Misc;Namco Bandai Games;0.06;0.04;0;0.01
Jewel Master Egypt;DS;2009.00;Puzzle;Rondomedia;0.21;0.27;0;0.05
Street Fighter Alpha 3 MAX;PSP;2006.00;Fighting;Capcom;0.27;0.01;0.02;0.03
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai;DS;2006.00;Misc;Nintendo;0;0;0.05;0
Farming 2017 - The Simulation;PS4;2016.00;Simulation;UIG Entertainment;0;0.01;0;0
Robotech: Battlecry;GC;2002.00;Shooter;TDK Mediactive;0.13;0.03;0;0
Namco Museum Vol.4;PS;1996.00;Misc;Sony Computer Entertainment;0.02;0.01;0.16;0.01
Legacy of Kain: Defiance;PS2;2003.00;Action;Eidos Interactive;0.26;0.2;0;0.07
Rune Factory: Tides of Destiny;PS3;2011.00;Role-Playing;Marvelous Interactive;0.14;0;0.07;0.01
Smart Kid's Mega Game Mix;DS;2009.00;Misc;UFO Interactive;0.01;0;0;0
SimCity (2013);PC;2013.00;Simulation;Electronic Arts;0.48;0.77;0;0.19
HBO Boxing;PS;2000.00;Fighting;Acclaim Entertainment;0.12;0.08;0;0.01
Barnyard;PS2;2006.00;Action;THQ;0.05;0.04;0;0.01
Naruto Shippuden: Gekito Ninja Taisen! Special;Wii;2010.00;Fighting;Takara Tomy;0;0;0.06;0
Rage;X360;2011.00;Shooter;Bethesda Softworks;0.82;0.61;0.03;0.15
Metro: Last Light;X360;2013.00;Action;Deep Silver;0.17;0.16;0;0.03
Batman: Arkham Origins;WiiU;2013.00;Action;Warner Bros. Interactive Entertainment;0.2;0.09;0;0.03
G-Police;PS;1997.00;Action;Psygnosis;0.13;0.09;0;0.02
Twisted Metal III;PS;1998.00;Action;989 Studios;1.48;0.2;0;0.05
Super Smash Bros.;N64;1999.00;Fighting;Nintendo;2.95;0.6;1.97;0.04
Medal of Honor: Warfighter;PS3;2012.00;Action;Electronic Arts;0.47;0.65;0.06;0.28
SingStar Pop;PS2;2007.00;Misc;Sony Computer Entertainment;0.04;1.08;0;0.32
The Saboteur;PS3;2009.00;Action;Electronic Arts;0.2;0.22;0;0.08
Pictionary;DS;2010.00;Puzzle;THQ;0.1;0.07;0;0.02
Klonoa: Door to Phantomile;PS;1997.00;Platform;Sony Computer Entertainment;0;0;0.17;0.01
CID The Dummy;PSP;2009.00;Platform;Oxygen Interactive;0.02;0;0;0
Brothers In Arms: Earned in Blood;XB;2005.00;Shooter;Ubisoft;0.23;0.07;0;0.01
Evolution Skateboarding;PS2;2002.00;Sports;Konami Digital Entertainment;0.13;0.1;0;0.03
Otometeki Koi Kakumei * Love Revo! Portable;PSP;2010.00;Adventure;Idea Factory;0;0;0.02;0
Speed Racer: The Videogame;PS2;2008.00;Racing;Warner Bros. Interactive Entertainment;0.1;0.08;0;0.03
My Horse & Me: Riding for Gold;Wii;2008.00;Sports;Atari;0.04;0.02;0;0
Angry Birds Star Wars;X360;2013.00;Strategy;Activision;0.16;0.11;0;0.03
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!;DS;2010.00;Action;Namco Bandai Games;0;0;0.09;0
Monsters vs. Aliens;DS;2009.00;Action;Activision;0.33;0.13;0;0.05
Shrek SuperSlam;GBA;2005.00;Action;Activision;0.24;0.09;0;0.01
WWE SmackDown vs. Raw 2010;Wii;2009.00;Fighting;THQ;0.51;0.17;0;0.07
Jimmy Neutron: Boy Genius;PS2;2002.00;Platform;THQ;0.2;0.16;0;0.05
Pro Evolution Soccer;PS2;2001.00;Sports;Konami Digital Entertainment;0.06;0.9;0.53;0.27
Lunar Legend;GBA;2002.00;Role-Playing;Media Rings;0.14;0.05;0;0
Fatal Frame II: Crimson Butterfly;PS2;2003.00;Action;Ubisoft;0.08;0.06;0;0.02
Captain Morgane and the Golden Turtle;Wii;2012.00;Adventure;Reef Entertainment;0;0.01;0;0
Kensei: Sacred Fist;PS;1997.00;Fighting;Konami Digital Entertainment;0.01;0.01;0;0
Open Season;PSP;2006.00;Platform;Ubisoft;0.07;0;0;0.01
Rogue Trip: Vacation 2012;PS;1998.00;Racing;GT Interactive;0.21;0.14;0;0.02
The Eye of Judgment: Legends;PSP;2010.00;Strategy;Sony Computer Entertainment;0;0;0.01;0
Pro Evolution Soccer 2013;PS3;2012.00;Sports;Konami Digital Entertainment;0.18;0.64;0.49;0.25
Borderlands 2;PS3;2012.00;Shooter;Take-Two Interactive;1.05;0.77;0.1;0.36
Dead or Alive 2;PS2;2000.00;Fighting;Tecmo Koei;0.3;0.24;0.38;0.08
Sakura Wars;DC;2000.00;Adventure;Sega;0;0;0.11;0
Darius II;SAT;1995.00;Shooter;Taito;0;0;0.03;0
Sea Park Tycoon;DS;2010.00;Simulation;Foreign Media Games;0.02;0.01;0;0
Crusaders of Might and Magic;PS;1999.00;Role-Playing;3DO;0.14;0.1;0;0.02
Jumper: Griffin's Story;PS2;2008.00;Action;Eidos Interactive;0.03;0.03;0;0.01
Clue / Mouse Trap / Perfection / Aggravation;DS;2006.00;Misc;Unknown;0.02;0;0;0
Beyond The Beyond;PS;1995.00;Role-Playing;Sony Computer Entertainment;0.11;0.08;0.35;0.04
Breath of Fire II;SNES;1994.00;Role-Playing;Laguna;0;0;0.36;0
The Legend of Zelda: Skyward Sword;Wii;2011.00;Action;Nintendo;2.14;1.2;0.37;0.4
